"GEO_ID","NAME","B25004_001E","B25004_001M","B25004_002E","B25004_002M","B25004_003E","B25004_003M","B25004_004E","B25004_004M","B25004_005E","B25004_005M","B25004_006E","B25004_006M","B25004_007E","B25004_007M","B25004_008E","B25004_008M",
"1400000US36001014002","Census Tract 140.02, Albany County, New York","80","87","0","17","0","17","29","47","0","17","0","17","0","17","51","76",
"1400000US36001014100","Census Tract 141, Albany County, New York","19","31","0","17","0","17","0","17","0","17","19","31","0","17","0","17",
"1400000US36001014201","Census Tract 142.01, Albany County, New York","59","77","0","17","0","17","11","18","0","17","0","17","0","17","48","76",
"1400000US36001014202","Census Tract 142.02, Albany County, New York","105","88","0","17","0","17","43","64","0","17","48","58","0","17","14","23",
"1400000US36001014203","Census Tract 142.03, Albany County, New York","64","95","0","17","0","17","0","17","0","17","64","95","0","17","0","17",
"1400000US36001014301","Census Tract 143.01, Albany County, New York","127","108","37","58","33","50","0","12","0","12","0","12","0","12","57","81",
"1400000US36001014303","Census Tract 143.03, Albany County, New York","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36001014304","Census Tract 143.04, Albany County, New York","97","96","97","96","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36001014401","Census Tract 144.01, Albany County, New York","331","156","20","32","0","12","0","12","27","45","0","12","0","12","284","149",
"1400000US36001014402","Census Tract 144.02, Albany County, New York","190","85","23","37","0","12","23","37","0","12","47","50","0","12","97","77",
"1400000US36001014501","Census Tract 145.01, Albany County, New York","76","66","0","12","0","12","17","27","19","31","0","12","0","12","40","49",
"1400000US36001014502","Census Tract 145.02, Albany County, New York","128","81","0","12","0","12","23","36","28","44","77","63","0","12","0","12",
"1400000US36001014503","Census Tract 145.03, Albany County, New York","12","19","0","12","0","12","0","12","0","12","12","19","0","12","0","12",
"1400000US36001014606","Census Tract 146.06, Albany County, New York","78","70","0","12","0","12","0","12","0","12","25","38","0","12","53","58",
"1400000US36001014608","Census Tract 146.08, Albany County, New York","47","47","0","12","0","12","7","10","0","12","0","12","0","12","40","46",
"1400000US36001014609","Census Tract 146.09, Albany County, New York","79","126","0","12","0","12","0","12","0","12","0","12","0","12","79","126",
"1400000US36001014611","Census Tract 146.11, Albany County, New York","38","38","19","30","0","12","6","10","0","12","0","12","0","12","13","19",
"1400000US36001014612","Census Tract 146.12, Albany County, New York","20","21","0","12","0","12","0","12","0","12","0","12","0","12","20","21",
"1400000US36001014613","Census Tract 146.13, Albany County, New York","75","67","75","67","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36001014614","Census Tract 146.14, Albany County, New York","117","84","48","78","34","55","0","17","0","17","0","17","0","17","35","36",
"1400000US36001014615","Census Tract 146.15, Albany County, New York","68","62","52","59","0","12","5","9","0","12","0","12","0","12","11","17",
"1400000US36001014616","Census Tract 146.16, Albany County, New York","40","44","10","22","0","17","0","17","0","17","0","17","0","17","30","39",
"1400000US36001014617","Census Tract 146.17, Albany County, New York","52","47","0","12","0","12","52","47","0","12","0","12","0","12","0","12",
"1400000US36001014700","Census Tract 147, Albany County, New York","108","53","0","12","0","12","28","29","31","31","17","22","0","12","32","33",
"1400000US36001014801","Census Tract 148.01, Albany County, New York","456","119","13","20","17","27","80","60","0","12","329","111","0","12","17","27",
"1400000US36001014802","Census Tract 148.02, Albany County, New York","529","73","0","12","0","12","22","23","6","9","428","75","0","12","73","37",
"1400000US36001014803","Census Tract 148.03, Albany County, New York","452","133","0","12","0","12","29","47","0","12","393","136","0","12","30","33",
"1400000US36003940200","Census Tract 9402, Allegany County, New York","2","2","0","12","0","12","0","12","0","12","0","12","0","12","2","2",
"1400000US36003950100","Census Tract 9501, Allegany County, New York","680","66","13","14","0","12","3","5","0","12","565","63","3","4","96","35",
"1400000US36003950300","Census Tract 9503, Allegany County, New York","485","92","29","32","0","17","45","40","0","17","257","59","0","17","154","70",
"1400000US36003950401","Census Tract 9504.01, Allegany County, New York","445","80","0","12","0","12","25","38","0","12","392","83","0","12","28","26",
"1400000US36003950402","Census Tract 9504.02, Allegany County, New York","1436","124","0","12","0","12","12","15","0","12","1297","136","0","12","127","57",
"1400000US36003950500","Census Tract 9505, Allegany County, New York","760","120","0","12","0","12","27","32","12","18","571","123","0","12","150","66",
"1400000US36003950600","Census Tract 9506, Allegany County, New York","481","101","32","32","9","15","32","31","0","12","267","81","0","12","141","56",
"1400000US36003950700","Census Tract 9507, Allegany County, New York","359","97","65","60","24","35","17","20","0","12","140","61","0","12","113","68",
"1400000US36003950800","Census Tract 9508, Allegany County, New York","526","67","91","41","16","17","28","21","4","7","265","41","0","17","122","49",
"1400000US36003950900","Census Tract 9509, Allegany County, New York","285","77","50","37","0","12","10","16","0","12","140","58","0","12","85","43",
"1400000US36003951000","Census Tract 9510, Allegany County, New York","528","95","22","25","0","12","72","58","0","12","325","94","0","12","109","73",
"1400000US36003951100","Census Tract 9511, Allegany County, New York","395","86","27","40","0","12","8","12","14","15","272","71","0","12","74","55",
"1400000US36003951201","Census Tract 9512.01, Allegany County, New York","315","73","37","29","0","12","0","12","0","12","229","66","0","12","49","44",
"1400000US36003951202","Census Tract 9512.02, Allegany County, New York","412","70","11","16","0","12","23","23","0","12","287","67","0","12","91","44",
"1400000US36003951301","Census Tract 9513.01, Allegany County, New York","505","60","0","12","0","12","4","7","0","12","464","66","0","12","37","24",
"1400000US36003951302","Census Tract 9513.02, Allegany County, New York","734","73","18","19","14","14","23","16","10","14","563","64","0","12","106","33",
"1400000US36005000100","Census Tract 1, Bronx County, New York","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005000200","Census Tract 2, Bronx County, New York","122","70","13","22","0","12","14","21","0","12","0","12","0","12","95","58",
"1400000US36005000400","Census Tract 4, Bronx County, New York","88","59","52","50","0","17","17","29","0","17","11","19","0","17","8","16",
"1400000US36005001600","Census Tract 16, Bronx County, New York","22","34","0","17","0","17","0","17","0","17","0","17","0","17","22","34",
"1400000US36005001901","Census Tract 19.01, Bronx County, New York","59","39","29","26","0","12","0","12","0","12","11","19","0","12","19","20",
"1400000US36005001902","Census Tract 19.02, Bronx County, New York","40","29","10","17","0","12","10","15","0","12","14","21","0","12","6","10",
"1400000US36005001903","Census Tract 19.03, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005001904","Census Tract 19.04, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005002001","Census Tract 20.01, Bronx County, New York","4","13","4","13","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005002002","Census Tract 20.02, Bronx County, New York","128","121","46","74","0","12","0","12","0","12","0","12","0","12","82","92",
"1400000US36005002300","Census Tract 23, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005002400","Census Tract 24, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005002500","Census Tract 25, Bronx County, New York","99","52","19","26","16","25","28","31","15","26","0","17","21","35","0","17",
"1400000US36005002701","Census Tract 27.01, Bronx County, New York","64","62","48","57","16","26","0","12","0","12","0","12","0","12","0","12",
"1400000US36005002702","Census Tract 27.02, Bronx County, New York","44","48","44","48","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005002800","Census Tract 28, Bronx County, New York","162","140","75","86","0","17","27","46","0","17","0","17","0","17","60","97",
"1400000US36005003100","Census Tract 31, Bronx County, New York","48","43","32","35","0","12","16","27","0","12","0","12","0","12","0","12",
"1400000US36005003300","Census Tract 33, Bronx County, New York","32","36","0","12","0","12","0","12","0","12","0","12","0","12","32","36",
"1400000US36005003500","Census Tract 35, Bronx County, New York","84","60","34","39","0","12","0","12","0","12","0","12","0","12","50","47",
"1400000US36005003700","Census Tract 37, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005003800","Census Tract 38, Bronx County, New York","26","22","16","16","0","12","0","12","0","12","0","12","0","12","10","16",
"1400000US36005003900","Census Tract 39, Bronx County, New York","189","130","132","116","0","17","37","44","0","17","0","17","0","17","20","36",
"1400000US36005004001","Census Tract 40.01, Bronx County, New York","46","32","9","15","0","12","0","12","0","12","18","23","0","12","19","19",
"1400000US36005004100","Census Tract 41, Bronx County, New York","166","131","69","82","97","108","0","17","0","17","0","17","0","17","0","17",
"1400000US36005004200","Census Tract 42, Bronx County, New York","24","37","24","37","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005004300","Census Tract 43, Bronx County, New York","87","62","54","51","0","17","0","17","0","17","0","17","0","17","33","37",
"1400000US36005004400","Census Tract 44, Bronx County, New York","24","37","0","12","0","12","0","12","0","12","0","12","0","12","24","37",
"1400000US36005004600","Census Tract 46, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005004800","Census Tract 48, Bronx County, New York","30","35","0","12","0","12","0","12","0","12","0","12","0","12","30","35",
"1400000US36005005001","Census Tract 50.01, Bronx County, New York","171","78","16","26","0","12","0","12","0","12","33","37","0","12","122","69",
"1400000US36005005002","Census Tract 50.02, Bronx County, New York","90","76","39","42","0","17","0","17","0","17","0","17","0","17","51","56",
"1400000US36005005100","Census Tract 51, Bronx County, New York","35","54","0","17","35","54","0","17","0","17","0","17","0","17","0","17",
"1400000US36005005200","Census Tract 52, Bronx County, New York","93","51","10","16","0","12","0","12","0","12","0","12","0","12","83","56",
"1400000US36005005300","Census Tract 53, Bronx County, New York","14","23","14","23","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005005400","Census Tract 54, Bronx County, New York","240","100","0","17","0","17","38","44","0","17","16","27","0","17","186","93",
"1400000US36005005600","Census Tract 56, Bronx County, New York","139","58","9","14","13","20","0","12","0","12","10","15","0","12","107","51",
"1400000US36005005902","Census Tract 59.02, Bronx County, New York","17","27","0","12","17","27","0","12","0","12","0","12","0","12","0","12",
"1400000US36005006000","Census Tract 60, Bronx County, New York","37","26","0","12","0","12","0","12","0","12","0","12","0","12","37","26",
"1400000US36005006100","Census Tract 61, Bronx County, New York","117","98","79","80","0","12","38","63","0","12","0","12","0","12","0","12",
"1400000US36005006200","Census Tract 62, Bronx County, New York","173","137","60","96","0","17","0","17","0","17","19","34","0","17","94","91",
"1400000US36005006301","Census Tract 63.01, Bronx County, New York","64","56","44","50","0","12","0","12","20","31","0","12","0","12","0","12",
"1400000US36005006302","Census Tract 63.02, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005006400","Census Tract 64, Bronx County, New York","105","59","0","12","5","16","0","12","0","12","18","28","0","12","82","51",
"1400000US36005006500","Census Tract 65, Bronx County, New York","127","81","44","50","0","17","0","17","0","17","0","17","0","17","83","63",
"1400000US36005006700","Census Tract 67, Bronx County, New York","71","78","0","17","0","17","0","17","0","17","0","17","0","17","71","78",
"1400000US36005006800","Census Tract 68, Bronx County, New York","89","63","0","12","19","30","0","12","0","12","0","12","0","12","70","58",
"1400000US36005006900","Census Tract 69, Bronx County, New York","30","34","16","27","0","17","0","17","0","17","0","17","0","17","14","22",
"1400000US36005007000","Census Tract 70, Bronx County, New York","140","83","0","12","0","12","0","12","17","27","36","42","0","12","87","66",
"1400000US36005007100","Census Tract 71, Bronx County, New York","10","16","0","12","0","12","10","16","0","12","0","12","0","12","0","12",
"1400000US36005007200","Census Tract 72, Bronx County, New York","51","49","0","17","0","17","0","17","0","17","0","17","0","17","51","49",
"1400000US36005007300","Census Tract 73, Bronx County, New York","44","48","20","33","0","12","0","12","0","12","24","36","0","12","0","12",
"1400000US36005007400","Census Tract 74, Bronx County, New York","93","60","60","52","0","12","0","12","0","12","0","12","0","12","33","34",
"1400000US36005007500","Census Tract 75, Bronx County, New York","79","64","21","34","0","17","0","17","0","17","0","17","0","17","58","55",
"1400000US36005007600","Census Tract 76, Bronx County, New York","108","69","34","39","17","26","0","17","0","17","0","17","12","21","45","44",
"1400000US36005007700","Census Tract 77, Bronx County, New York","35","33","15","25","0","12","0","12","0","12","0","12","0","12","20","21",
"1400000US36005007800","Census Tract 78, Bronx County, New York","116","81","0","17","63","74","0","17","0","17","0","17","0","17","53","62",
"1400000US36005007900","Census Tract 79, Bronx County, New York","112","91","49","59","0","17","0","17","0","17","51","67","0","17","12","19",
"1400000US36005008300","Census Tract 83, Bronx County, New York","64","60","50","55","0","17","0","17","0","17","0","17","0","17","14","24",
"1400000US36005008400","Census Tract 84, Bronx County, New York","20","23","11","17","0","12","0","12","9","15","0","12","0","12","0","12",
"1400000US36005008500","Census Tract 85, Bronx County, New York","17","26","0","17","0","17","0","17","0","17","0","17","0","17","17","26",
"1400000US36005008600","Census Tract 86, Bronx County, New York","20","33","20","33","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005008700","Census Tract 87, Bronx County, New York","26","30","0","17","0","17","0","17","15","24","0","17","0","17","11","18",
"1400000US36005008900","Census Tract 89, Bronx County, New York","114","53","42","39","0","12","0","12","0","12","0","12","0","12","72","43",
"1400000US36005009000","Census Tract 90, Bronx County, New York","33","40","16","27","0","12","0","12","0","12","0","12","0","12","17","27",
"1400000US36005009200","Census Tract 92, Bronx County, New York","107","58","18","29","20","24","0","17","0","17","13","19","0","17","56","52",
"1400000US36005009301","Census Tract 93.01, Bronx County, New York","212","109","89","88","0","17","0","17","0","17","15","26","0","17","108","65",
"1400000US36005009302","Census Tract 93.02, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005009600","Census Tract 96, Bronx County, New York","55","41","0","12","0","12","10","16","0","12","0","12","0","12","45","34",
"1400000US36005009800","Census Tract 98, Bronx County, New York","127","95","49","56","0","17","0","17","57","64","0","17","0","17","21","35",
"1400000US36005011000","Census Tract 110, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005011502","Census Tract 115.02, Bronx County, New York","125","78","50","48","0","12","0","12","0","12","0","12","0","12","75","61",
"1400000US36005011701","Census Tract 117.01, Bronx County, New York","72","45","11","17","42","40","0","12","0","12","0","12","0","12","19","33",
"1400000US36005011702","Census Tract 117.02, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005011800","Census Tract 118, Bronx County, New York","116","100","0","17","0","17","42","69","14","20","0","17","0","17","60","68",
"1400000US36005011900","Census Tract 119, Bronx County, New York","151","81","0","17","0","17","0","17","20","33","0","17","0","17","131","74",
"1400000US36005012101","Census Tract 121.01, Bronx County, New York","32","25","9","15","0","12","0","12","0","12","5","7","0","12","18","20",
"1400000US36005012102","Census Tract 121.02, Bronx County, New York","31","36","0","12","0","12","0","12","0","12","21","33","0","12","10","18",
"1400000US36005012300","Census Tract 123, Bronx County, New York","82","52","15","22","0","12","0","12","0","12","0","12","0","12","67","53",
"1400000US36005012500","Census Tract 125, Bronx County, New York","175","76","21","27","0","12","0","12","0","12","0","12","0","12","154","72",
"1400000US36005012701","Census Tract 127.01, Bronx County, New York","34","31","0","12","0","12","0","12","0","12","0","12","0","12","34","31",
"1400000US36005012901","Census Tract 129.01, Bronx County, New York","103","81","53","60","0","12","0","12","0","12","0","12","0","12","50","58",
"1400000US36005013000","Census Tract 130, Bronx County, New York","29","21","0","12","0","12","0","12","0","12","6","9","0","12","23","19",
"1400000US36005013100","Census Tract 131, Bronx County, New York","104","71","0","17","24","45","0","17","0","17","0","17","0","17","80","54",
"1400000US36005013200","Census Tract 132, Bronx County, New York","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005013300","Census Tract 133, Bronx County, New York","70","77","37","57","0","17","0","17","0","17","0","17","0","17","33","53",
"1400000US36005013500","Census Tract 135, Bronx County, New York","84","57","0","12","0","12","0","12","0","12","0","12","0","12","84","57",
"1400000US36005013800","Census Tract 138, Bronx County, New York","62","53","0","12","0","12","0","12","39","39","0","12","0","12","23","36",
"1400000US36005014100","Census Tract 141, Bronx County, New York","49","61","36","57","0","17","13","22","0","17","0","17","0","17","0","17",
"1400000US36005014300","Census Tract 143, Bronx County, New York","12","19","0","12","0","12","0","12","0","12","0","12","0","12","12","19",
"1400000US36005014400","Census Tract 144, Bronx County, New York","107","101","0","17","0","17","75","86","0","17","0","17","0","17","32","53",
"1400000US36005014500","Census Tract 145, Bronx County, New York","29","49","29","49","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005014701","Census Tract 147.01, Bronx County, New York","42","66","0","17","42","66","0","17","0","17","0","17","0","17","0","17",
"1400000US36005014702","Census Tract 147.02, Bronx County, New York","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005014900","Census Tract 149, Bronx County, New York","77","54","5","17","17","26","0","12","15","24","0","12","0","12","40","40",
"1400000US36005015100","Census Tract 151, Bronx County, New York","164","89","67","77","0","17","20","23","0","17","0","17","0","17","77","56",
"1400000US36005015200","Census Tract 152, Bronx County, New York","63","36","22","24","0","12","10","16","0","12","0","12","0","12","31","33",
"1400000US36005015300","Census Tract 153, Bronx County, New York","158","88","13","24","21","33","21","33","0","12","0","12","0","12","103","75",
"1400000US36005015500","Census Tract 155, Bronx County, New York","32","39","10","18","0","12","0","12","0","12","0","12","0","12","22","35",
"1400000US36005015700","Census Tract 157, Bronx County, New York","50","44","16","27","0","12","0","12","0","12","0","12","0","12","34","32",
"1400000US36005015800","Census Tract 158, Bronx County, New York","80","48","39","31","0","12","0","12","27","19","0","12","0","12","14","22",
"1400000US36005015900","Census Tract 159, Bronx County, New York","10","17","0","12","0","12","0","12","0","12","0","12","0","12","10","17",
"1400000US36005016000","Census Tract 160, Bronx County, New York","149","108","0","12","0","12","22","36","47","66","80","80","0","12","0","12",
"1400000US36005016100","Census Tract 161, Bronx County, New York","134","83","58","61","16","25","20","33","0","12","0","12","0","12","40","48",
"1400000US36005016200","Census Tract 162, Bronx County, New York","32","28","0","12","0","12","0","12","0","12","12","20","0","12","20","20",
"1400000US36005016300","Census Tract 163, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005016400","Census Tract 164, Bronx County, New York","50","33","0","12","0","12","12","18","0","12","7","12","0","12","31","22",
"1400000US36005016500","Census Tract 165, Bronx County, New York","26","21","18","19","0","12","0","12","0","12","0","12","0","12","8","13",
"1400000US36005016600","Census Tract 166, Bronx County, New York","84","58","24","28","0","12","0","12","0","12","14","22","0","12","46","44",
"1400000US36005016700","Census Tract 167, Bronx County, New York","9","14","0","12","0","12","0","12","0","12","0","12","0","12","9","14",
"1400000US36005016900","Census Tract 169, Bronx County, New York","8","14","8","14","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005017100","Census Tract 171, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005017300","Census Tract 173, Bronx County, New York","28","44","0","17","0","17","0","17","0","17","0","17","0","17","28","44",
"1400000US36005017500","Census Tract 175, Bronx County, New York","34","56","34","56","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005017701","Census Tract 177.01, Bronx County, New York","159","80","79","63","0","12","0","12","0","12","0","12","0","12","80","63",
"1400000US36005017702","Census Tract 177.02, Bronx County, New York","148","101","72","73","0","17","22","35","18","29","0","17","0","17","36","41",
"1400000US36005017901","Census Tract 179.01, Bronx County, New York","134","83","73","59","0","12","0","12","0","12","0","12","0","12","61","56",
"1400000US36005017902","Census Tract 179.02, Bronx County, New York","25","41","25","41","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005018101","Census Tract 181.01, Bronx County, New York","51","51","18","29","0","12","0","12","0","12","0","12","0","12","33","42",
"1400000US36005018102","Census Tract 181.02, Bronx County, New York","85","64","26","39","45","41","0","17","0","17","0","17","0","17","14","24",
"1400000US36005018301","Census Tract 183.01, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
