"GEO_ID","NAME","B25004_001E","B25004_001M","B25004_002E","B25004_002M","B25004_003E","B25004_003M","B25004_004E","B25004_004M","B25004_005E","B25004_005M","B25004_006E","B25004_006M","B25004_007E","B25004_007M","B25004_008E","B25004_008M",
"1400000US36001013601","Census Tract 136.01, Albany County, New York","323","146","35","55","72","85","8","14","0","17","40","66","0","17","168","124",
"1400000US36001013602","Census Tract 136.02, Albany County, New York","76","50","0","12","33","39","0","12","0","12","0","12","0","12","43","41",
"1400000US36001013703","Census Tract 137.03, Albany County, New York","31","31","0","12","0","12","0","12","0","12","0","12","0","12","31","31",
"1400000US36001013705","Census Tract 137.05, Albany County, New York","225","130","0","17","0","17","0","17","46","72","44","71","0","17","135","116",
"1400000US36001013706","Census Tract 137.06, Albany County, New York","25","29","0","12","0","12","0","12","19","28","0","12","0","12","6","10",
"1400000US36001013707","Census Tract 137.07, Albany County, New York","194","121","0","17","0","17","81","86","27","43","74","85","0","17","12","19",
"1400000US36001013801","Census Tract 138.01, Albany County, New York","273","178","63","98","0","17","0","17","0","17","0","17","0","17","210","158",
"1400000US36001013802","Census Tract 138.02, Albany County, New York","95","75","0","12","0","12","0","12","36","54","0","12","0","12","59","57",
"1400000US36001013901","Census Tract 139.01, Albany County, New York","5","9","0","12","0","12","0","12","0","12","0","12","0","12","5","9",
"1400000US36001013902","Census Tract 139.02, Albany County, New York","142","104","0","17","0","17","40","64","0","17","0","17","0","17","102","93",
"1400000US36001014001","Census Tract 140.01, Albany County, New York","152","82","59","56","0","12","0","12","0","12","8","15","0","12","85","59",
"1400000US36001014002","Census Tract 140.02, Albany County, New York","136","112","24","42","0","17","32","50","0","17","0","17","0","17","80","85",
"1400000US36001014100","Census Tract 141, Albany County, New York","78","100","0","17","0","17","0","17","0","17","17","29","0","17","61","97",
"1400000US36001014201","Census Tract 142.01, Albany County, New York","68","84","0","17","0","17","14","22","0","17","0","17","0","17","54","81",
"1400000US36001014202","Census Tract 142.02, Albany County, New York","174","120","41","64","0","17","38","60","0","17","58","74","0","17","37","42",
"1400000US36001014203","Census Tract 142.03, Albany County, New York","63","100","0","17","0","17","0","17","0","17","63","100","0","17","0","17",
"1400000US36001014301","Census Tract 143.01, Albany County, New York","48","55","0","12","33","52","0","12","0","12","0","12","0","12","15","21",
"1400000US36001014302","Census Tract 143.02, Albany County, New York","202","121","159","114","0","17","43","67","0","17","0","17","0","17","0","17",
"1400000US36001014401","Census Tract 144.01, Albany County, New York","301","110","20","31","0","12","38","55","0","12","20","33","0","12","223","97",
"1400000US36001014402","Census Tract 144.02, Albany County, New York","146","77","26","42","0","12","27","42","0","12","37","45","0","12","56","63",
"1400000US36001014501","Census Tract 145.01, Albany County, New York","52","51","0","12","0","12","18","29","21","33","0","12","0","12","13","22",
"1400000US36001014502","Census Tract 145.02, Albany County, New York","149","93","0","12","0","12","27","43","32","50","90","72","0","12","0","12",
"1400000US36001014503","Census Tract 145.03, Albany County, New York","63","43","0","12","0","12","0","12","0","12","44","39","0","12","19","23",
"1400000US36001014606","Census Tract 146.06, Albany County, New York","93","78","0","12","0","12","6","13","0","12","26","42","0","12","61","62",
"1400000US36001014607","Census Tract 146.07, Albany County, New York","198","116","20","33","94","103","33","34","15","27","0","17","0","17","36","42",
"1400000US36001014608","Census Tract 146.08, Albany County, New York","55","46","0","12","0","12","14","15","0","12","0","12","0","12","41","45",
"1400000US36001014609","Census Tract 146.09, Albany County, New York","47","73","47","73","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36001014611","Census Tract 146.11, Albany County, New York","41","38","19","30","0","12","7","10","0","12","0","12","0","12","15","23",
"1400000US36001014612","Census Tract 146.12, Albany County, New York","20","22","0","12","0","12","0","12","0","12","0","12","0","12","20","22",
"1400000US36001014613","Census Tract 146.13, Albany County, New York","114","87","93","83","0","12","0","12","0","12","0","12","0","12","21","34",
"1400000US36001014614","Census Tract 146.14, Albany County, New York","37","43","0","17","0","17","0","17","0","17","0","17","0","17","37","43",
"1400000US36001014615","Census Tract 146.15, Albany County, New York","122","86","60","64","0","12","8","14","0","12","0","12","0","12","54","54",
"1400000US36001014700","Census Tract 147, Albany County, New York","139","51","0","12","0","12","29","31","31","30","32","31","0","12","47","39",
"1400000US36001014801","Census Tract 148.01, Albany County, New York","503","64","11","17","16","25","72","51","16","27","339","70","0","12","49","44",
"1400000US36001014802","Census Tract 148.02, Albany County, New York","591","71","0","12","0","12","39","32","13","15","469","69","0","12","70","40",
"1400000US36001014803","Census Tract 148.03, Albany County, New York","449","97","0","12","0","12","25","41","0","12","315","86","0","12","109","67",
"1400000US36003940200","Census Tract 9402, Allegany County, New York","1","2","0","12","0","12","0","12","0","12","0","12","0","12","1","2",
"1400000US36003950100","Census Tract 9501, Allegany County, New York","722","53","13","14","0","12","3","5","0","12","585","59","2","4","119","35",
"1400000US36003950300","Census Tract 9503, Allegany County, New York","444","82","28","30","0","17","35","30","0","17","273","63","0","17","108","48",
"1400000US36003950400","Census Tract 9504, Allegany County, New York","1854","98","0","12","0","12","50","44","0","12","1658","108","0","12","146","61",
"1400000US36003950500","Census Tract 9505, Allegany County, New York","844","97","22","22","0","12","9","14","8","13","654","98","0","12","151","67",
"1400000US36003950600","Census Tract 9506, Allegany County, New York","492","86","30","27","8","14","30","30","0","12","257","63","0","12","167","64",
"1400000US36003950700","Census Tract 9507, Allegany County, New York","350","99","67","60","21","33","15","17","0","12","141","60","0","12","106","67",
"1400000US36003950800","Census Tract 9508, Allegany County, New York","559","73","95","45","19","22","40","25","4","7","286","52","0","17","115","47",
"1400000US36003950900","Census Tract 9509, Allegany County, New York","264","55","46","32","0","12","19","22","0","12","142","39","0","12","57","33",
"1400000US36003951000","Census Tract 9510, Allegany County, New York","514","94","50","47","0","12","69","44","0","12","288","86","0","12","107","61",
"1400000US36003951100","Census Tract 9511, Allegany County, New York","429","100","36","43","0","12","44","38","15","16","250","72","0","12","84","53",
"1400000US36003951200","Census Tract 9512, Allegany County, New York","772","100","34","28","0","12","24","21","0","12","592","96","0","12","122","51",
"1400000US36003951300","Census Tract 9513, Allegany County, New York","1180","72","29","25","9","10","7","8","0","12","988","74","0","12","147","44",
"1400000US36005000100","Census Tract 1, Bronx County, New York","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005000200","Census Tract 2, Bronx County, New York","157","61","14","22","0","12","14","23","0","12","0","12","0","12","129","56",
"1400000US36005000400","Census Tract 4, Bronx County, New York","141","76","83","67","0","17","18","30","0","17","13","22","0","17","27","32",
"1400000US36005001600","Census Tract 16, Bronx County, New York","45","50","0","17","22","36","0","17","0","17","0","17","0","17","23","37",
"1400000US36005001900","Census Tract 19, Bronx County, New York","91","43","38","28","0","12","9","15","0","12","12","21","0","12","32","29",
"1400000US36005002000","Census Tract 20, Bronx County, New York","82","83","12","21","0","17","0","17","0","17","0","17","0","17","70","80",
"1400000US36005002300","Census Tract 23, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005002400","Census Tract 24, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005002500","Census Tract 25, Bronx County, New York","127","65","40","43","17","27","31","37","16","27","0","17","23","36","0","17",
"1400000US36005002701","Census Tract 27.01, Bronx County, New York","43","38","14","22","16","27","0","12","0","12","0","12","0","12","13","20",
"1400000US36005002702","Census Tract 27.02, Bronx County, New York","38","46","38","46","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005002800","Census Tract 28, Bronx County, New York","124","102","65","79","0","17","32","51","0","17","0","17","0","17","27","44",
"1400000US36005003100","Census Tract 31, Bronx County, New York","51","45","34","39","0","12","17","26","0","12","0","12","0","12","0","12",
"1400000US36005003300","Census Tract 33, Bronx County, New York","55","50","40","46","0","12","0","12","0","12","0","12","0","12","15","23",
"1400000US36005003500","Census Tract 35, Bronx County, New York","80","51","50","47","0","12","0","12","0","12","0","12","0","12","30","25",
"1400000US36005003700","Census Tract 37, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005003800","Census Tract 38, Bronx County, New York","31","27","21","23","0","12","0","12","0","12","0","12","0","12","10","17",
"1400000US36005003900","Census Tract 39, Bronx County, New York","236","120","107","81","0","17","41","47","22","37","0","17","0","17","66","63",
"1400000US36005004001","Census Tract 40.01, Bronx County, New York","53","39","8","13","0","12","8","13","0","12","17","22","0","12","20","22",
"1400000US36005004100","Census Tract 41, Bronx County, New York","105","97","34","55","71","80","0","17","0","17","0","17","0","17","0","17",
"1400000US36005004200","Census Tract 42, Bronx County, New York","66","91","66","91","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005004300","Census Tract 43, Bronx County, New York","116","63","52","46","33","37","0","17","0","17","0","17","0","17","31","36",
"1400000US36005004400","Census Tract 44, Bronx County, New York","61","52","19","30","0","12","0","12","0","12","0","12","0","12","42","46",
"1400000US36005004600","Census Tract 46, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005004800","Census Tract 48, Bronx County, New York","57","52","0","12","0","12","0","12","0","12","0","12","0","12","57","52",
"1400000US36005005001","Census Tract 50.01, Bronx County, New York","150","66","14","23","0","12","0","12","0","12","17","27","0","12","119","65",
"1400000US36005005002","Census Tract 50.02, Bronx County, New York","97","71","58","54","0","17","0","17","0","17","0","17","0","17","39","40",
"1400000US36005005100","Census Tract 51, Bronx County, New York","60","66","0","17","32","51","0","17","0","17","0","17","0","17","28","44",
"1400000US36005005200","Census Tract 52, Bronx County, New York","76","55","10","17","0","12","0","12","0","12","0","12","0","12","66","47",
"1400000US36005005300","Census Tract 53, Bronx County, New York","15","23","15","23","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005005400","Census Tract 54, Bronx County, New York","297","106","0","17","0","17","39","44","0","17","0","17","0","17","258","101",
"1400000US36005005600","Census Tract 56, Bronx County, New York","157","55","8","13","13","22","8","13","0","12","10","15","0","12","118","50",
"1400000US36005005902","Census Tract 59.02, Bronx County, New York","23","35","0","12","23","35","0","12","0","12","0","12","0","12","0","12",
"1400000US36005006000","Census Tract 60, Bronx County, New York","45","39","0","12","0","12","0","12","0","12","0","12","0","12","45","39",
"1400000US36005006100","Census Tract 61, Bronx County, New York","201","140","149","115","0","12","52","82","0","12","0","12","0","12","0","12",
"1400000US36005006200","Census Tract 62, Bronx County, New York","134","110","21","33","0","17","0","17","0","17","22","34","0","17","91","97",
"1400000US36005006300","Census Tract 63, Bronx County, New York","101","77","55","62","0","12","0","12","26","41","0","12","0","12","20","32",
"1400000US36005006400","Census Tract 64, Bronx County, New York","114","71","0","12","4","18","0","12","0","12","19","32","0","12","91","60",
"1400000US36005006500","Census Tract 65, Bronx County, New York","125","78","31","35","0","17","0","17","0","17","0","17","0","17","94","74",
"1400000US36005006700","Census Tract 67, Bronx County, New York","109","97","0","17","0","17","0","17","0","17","0","17","0","17","109","97",
"1400000US36005006800","Census Tract 68, Bronx County, New York","75","58","0","12","30","34","0","12","0","12","0","12","0","12","45","42",
"1400000US36005006900","Census Tract 69, Bronx County, New York","15","25","15","25","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005007000","Census Tract 70, Bronx County, New York","122","66","16","26","0","12","0","12","15","24","34","38","0","12","57","48",
"1400000US36005007100","Census Tract 71, Bronx County, New York","11","16","0","12","0","12","11","16","0","12","0","12","0","12","0","12",
"1400000US36005007200","Census Tract 72, Bronx County, New York","51","46","0","17","0","17","0","17","0","17","0","17","0","17","51","46",
"1400000US36005007300","Census Tract 73, Bronx County, New York","71","55","55","50","0","12","0","12","0","12","16","25","0","12","0","12",
"1400000US36005007400","Census Tract 74, Bronx County, New York","93","71","53","55","0","12","0","12","0","12","0","12","0","12","40","44",
"1400000US36005007500","Census Tract 75, Bronx County, New York","101","79","37","40","0","17","0","17","0","17","0","17","0","17","64","61",
"1400000US36005007600","Census Tract 76, Bronx County, New York","114","64","13","21","17","27","0","17","0","17","0","17","19","32","65","53",
"1400000US36005007700","Census Tract 77, Bronx County, New York","29","27","0","12","0","12","0","12","0","12","0","12","0","12","29","27",
"1400000US36005007800","Census Tract 78, Bronx County, New York","87","77","0","17","30","48","0","17","0","17","0","17","0","17","57","64",
"1400000US36005007900","Census Tract 79, Bronx County, New York","100","99","43","59","0","17","0","17","0","17","46","67","0","17","11","23",
"1400000US36005008300","Census Tract 83, Bronx County, New York","83","54","43","41","0","17","0","17","0","17","0","17","0","17","40","43",
"1400000US36005008400","Census Tract 84, Bronx County, New York","40","33","31","29","0","12","0","12","9","15","0","12","0","12","0","12",
"1400000US36005008500","Census Tract 85, Bronx County, New York","45","36","23","26","0","17","15","24","0","17","0","17","0","17","7","11",
"1400000US36005008600","Census Tract 86, Bronx County, New York","22","34","0","12","22","34","0","12","0","12","0","12","0","12","0","12",
"1400000US36005008700","Census Tract 87, Bronx County, New York","75","53","0","17","0","17","0","17","17","25","15","25","0","17","43","41",
"1400000US36005008900","Census Tract 89, Bronx County, New York","113","54","29","32","0","12","0","12","0","12","0","12","0","12","84","47",
"1400000US36005009000","Census Tract 90, Bronx County, New York","41","46","19","29","0","12","0","12","0","12","0","12","0","12","22","35",
"1400000US36005009200","Census Tract 92, Bronx County, New York","134","65","18","29","41","38","0","17","0","17","12","18","0","17","63","46",
"1400000US36005009300","Census Tract 93, Bronx County, New York","191","87","17","28","0","17","0","17","0","17","49","51","0","17","125","66",
"1400000US36005009600","Census Tract 96, Bronx County, New York","50","36","0","12","0","12","0","12","0","12","0","12","0","12","50","36",
"1400000US36005009800","Census Tract 98, Bronx County, New York","104","74","29","41","0","12","0","12","48","55","0","12","0","12","27","44",
"1400000US36005011000","Census Tract 110, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005011502","Census Tract 115.02, Bronx County, New York","191","83","35","40","0","12","0","12","0","12","0","12","0","12","156","75",
"1400000US36005011700","Census Tract 117, Bronx County, New York","86","58","10","17","44","45","0","12","0","12","0","12","0","12","32","39",
"1400000US36005011800","Census Tract 118, Bronx County, New York","38","46","0","17","0","17","0","17","11","19","0","17","0","17","27","43",
"1400000US36005011900","Census Tract 119, Bronx County, New York","186","82","0","17","22","33","0","17","19","31","0","17","0","17","145","71",
"1400000US36005012101","Census Tract 121.01, Bronx County, New York","44","31","10","15","0","12","0","12","0","12","5","7","0","12","29","28",
"1400000US36005012102","Census Tract 121.02, Bronx County, New York","29","35","0","12","0","12","0","12","0","12","20","32","0","12","9","14",
"1400000US36005012300","Census Tract 123, Bronx County, New York","101","59","7","11","0","12","0","12","0","12","13","22","0","12","81","53",
"1400000US36005012500","Census Tract 125, Bronx County, New York","181","84","23","28","0","12","0","12","0","12","0","12","0","12","158","75",
"1400000US36005012701","Census Tract 127.01, Bronx County, New York","64","35","0","12","10","17","0","12","0","12","0","12","0","12","54","32",
"1400000US36005012901","Census Tract 129.01, Bronx County, New York","131","96","28","44","0","12","0","12","0","12","33","54","0","12","70","64",
"1400000US36005013000","Census Tract 130, Bronx County, New York","17","20","0","12","0","12","0","12","0","12","6","9","0","12","11","18",
"1400000US36005013100","Census Tract 131, Bronx County, New York","174","80","0","17","27","43","0","17","0","17","48","45","0","17","99","62",
"1400000US36005013200","Census Tract 132, Bronx County, New York","52","60","0","17","0","17","52","60","0","17","0","17","0","17","0","17",
"1400000US36005013300","Census Tract 133, Bronx County, New York","84","95","45","71","0","17","0","17","0","17","0","17","0","17","39","64",
"1400000US36005013500","Census Tract 135, Bronx County, New York","110","61","0","12","0","12","0","12","0","12","0","12","0","12","110","61",
"1400000US36005013800","Census Tract 138, Bronx County, New York","108","68","46","51","0","12","0","12","38","40","0","12","0","12","24","38",
"1400000US36005014100","Census Tract 141, Bronx County, New York","102","72","70","64","0","17","32","35","0","17","0","17","0","17","0","17",
"1400000US36005014300","Census Tract 143, Bronx County, New York","12","20","0","12","0","12","0","12","0","12","0","12","0","12","12","20",
"1400000US36005014400","Census Tract 144, Bronx County, New York","169","135","40","52","0","17","96","113","0","17","0","17","0","17","33","55",
"1400000US36005014500","Census Tract 145, Bronx County, New York","30","49","30","49","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005014701","Census Tract 147.01, Bronx County, New York","57","72","0","17","30","54","0","17","0","17","0","17","0","17","27","48",
"1400000US36005014702","Census Tract 147.02, Bronx County, New York","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005014900","Census Tract 149, Bronx County, New York","106","57","5","12","16","26","0","12","16","25","0","12","0","12","69","47",
"1400000US36005015100","Census Tract 151, Bronx County, New York","154","74","35","35","0","17","20","22","10","17","0","17","0","17","89","56",
"1400000US36005015200","Census Tract 152, Bronx County, New York","37","26","21","23","0","12","11","17","0","12","0","12","0","12","5","8",
"1400000US36005015300","Census Tract 153, Bronx County, New York","137","83","13","21","0","12","21","34","0","12","0","12","0","12","103","75",
"1400000US36005015500","Census Tract 155, Bronx County, New York","8","14","8","14","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005015700","Census Tract 157, Bronx County, New York","53","40","0","12","0","12","0","12","0","12","0","12","0","12","53","40",
"1400000US36005015800","Census Tract 158, Bronx County, New York","85","49","31","28","0","12","0","12","22","22","0","12","0","12","32","29",
"1400000US36005015900","Census Tract 159, Bronx County, New York","13","20","0","12","0","12","0","12","0","12","0","12","0","12","13","20",
"1400000US36005016000","Census Tract 160, Bronx County, New York","119","87","25","39","0","12","49","57","37","53","8","12","0","12","0","12",
"1400000US36005016100","Census Tract 161, Bronx County, New York","109","78","55","61","16","24","0","12","0","12","0","12","0","12","38","44",
"1400000US36005016200","Census Tract 162, Bronx County, New York","47","37","0","12","0","12","0","12","0","12","14","23","0","12","33","29",
"1400000US36005016300","Census Tract 163, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005016400","Census Tract 164, Bronx County, New York","52","34","0","12","0","12","13","20","0","12","4","8","0","12","35","29",
"1400000US36005016500","Census Tract 165, Bronx County, New York","48","29","28","24","0","12","0","12","0","12","0","12","0","12","20","15",
"1400000US36005016600","Census Tract 166, Bronx County, New York","52","38","28","33","0","12","0","12","0","12","11","17","0","12","13","21",
"1400000US36005016700","Census Tract 167, Bronx County, New York","18","20","0","12","0","12","0","12","0","12","0","12","0","12","18","20",
"1400000US36005016900","Census Tract 169, Bronx County, New York","20","22","10","15","0","12","0","12","0","12","0","12","0","12","10","16",
"1400000US36005017100","Census Tract 171, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005017300","Census Tract 173, Bronx County, New York","28","44","0","17","0","17","0","17","0","17","0","17","0","17","28","44",
"1400000US36005017500","Census Tract 175, Bronx County, New York","35","56","0","17","0","17","0","17","0","17","0","17","0","17","35","56",
"1400000US36005017701","Census Tract 177.01, Bronx County, New York","241","100","130","81","0","12","0","12","0","12","0","12","0","12","111","74",
"1400000US36005017702","Census Tract 177.02, Bronx County, New York","167","86","49","54","0","17","14","24","21","33","0","17","0","17","83","56",
"1400000US36005017901","Census Tract 179.01, Bronx County, New York","123","67","85","64","0","12","0","12","0","12","0","12","0","12","38","45",
"1400000US36005017902","Census Tract 179.02, Bronx County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US36005018101","Census Tract 181.01, Bronx County, New York","50","47","18","30","0","12","0","12","0","12","0","12","0","12","32","37",
"1400000US36005018102","Census Tract 181.02, Bronx County, New York","104","69","23","38","46","43","0","17","0","17","19","31","0","17","16","25",
"1400000US36005018301","Census Tract 183.01, Bronx County, New York","31","33","19","29","0","12","0","12","0","12","0","12","0","12","12","19",
"1400000US36005018302","Census Tract 183.02, Bronx County, New York","83","57","51","47","0","12","0","12","0","12","0","12","0","12","32","37",
"1400000US36005018400","Census Tract 184, Bronx County, New York","47","44","0","12","16","21","0","12","0","12","0","12","0","12","31","39",
"1400000US36005018500","Census Tract 185, Bronx County, New York","156","107","72","72","0","17","0","17","0","17","0","17","0","17","84","78",
"1400000US36005018900","Census Tract 189, Bronx County, New York","98","82","29","49","0","17","0","17","0","17","15","27","0","17","54","60",
"1400000US36005019300","Census Tract 193, Bronx County, New York","157","96","65","74","0","17","0","17","0","17","21","35","0","17","71","79",
"1400000US36005019400","Census Tract 194, Bronx County, New York","41","34","13","17","0","12","0","12","0","12","0","12","0","12","28","30",
"1400000US36005019500","Census Tract 195, Bronx County, New York","75","70","51","59","0","17","0","17","0","17","0","17","0","17","24","37",
"1400000US36005019700","Census Tract 197, Bronx County, New York","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US36005019900","Census Tract 199, Bronx County, New York","28","47","0","17","0","17","0","17","0","17","0","17","0","17","28","47",
"1400000US36005020000","Census Tract 200, Bronx County, New York","129","70","51","48","4","15","0","12","18","30","0","12","0","12","56","50",
"1400000US36005020100","Census Tract 201, Bronx County, New York","126","75","21","33","23","38","0","12","0","12","0","12","0","12","82","54",
"1400000US36005020200","Census Tract 202, Bronx County, New York","53","38","25","22","18","23","0","12","10","16","0","12","0","12","0","12",
"1400000US36005020400","Census Tract 204, Bronx County, New York","77","54","0","12","0","12","0","12","0","12","0","12","0","12","77","54",
"1400000US36005020501","Census Tract 205.01, Bronx County, New York","54","58","25","41","0","17","0","17","29","47","0","17","0","17","0","17",
"1400000US36005020502","Census Tract 205.02, Bronx County, New York","49","35","23","25","0","12","0","12","0","12","0","12","0","12","26","26",
"1400000US36005020601","Census Tract 206.01, Bronx County, New York","73","55","21","34","0","12","0","12","0","12","0","12","0","12","52","43",
"1400000US36005020900","Census Tract 209, Bronx County, New York","67","52","11","17","0","12","0","12","0","12","0","12","0","12","56","52",
"1400000US36005021001","Census Tract 210.01, Bronx County, New York","219","152","125","113","41","68","0","17","53","88","0","17","0","17","0","17",
"1400000US36005021002","Census Tract 210.02, Bronx County, New York","46","73","0","17","46","73","0","17","0","17","0","17","0","17","0","17",
"1400000US36005021100","Census Tract 211, Bronx County, New York","98","65","66","56","0","17","0","17","0","17","0","17","0","17","32","36",
"1400000US36005021200","Census Tract 212, Bronx County, New York","162","127","94","103","49","79","0","12","0","12","19","31","0","12","0","12",
